id,datetime,district,category,severity,light,weather,road_defect,road_defects,participants_count,vehicles_count,dead_count,injured_count,lat,lon
256863,2016-07-11 13:30:00,Брянский район,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,1,4,2,0,2,53.208826,34.300819
257017,2016-07-11 18:20:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,2,2,2,0,1,53.2647,34.3231
257168,2016-07-12 03:00:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,2,1,0,1,53.2658,34.41
257247,2016-07-12 10:00:00,Новозыбковский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,52.48,32.0461
257261,2016-07-12 10:30:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,Дефекты покрытия,2,2,2,0,1,53.1901,34.1449
257402,2016-07-12 16:00:00,Навлинский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,52.9503,34.5242
257814,2016-07-13 12:50:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,3,2,2,0,1,53.2422,34.3419
257985,2016-07-13 18:23:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.2619,34.3319
258069,2016-07-13 21:10:00,Новозыбковский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Ясно,Отсутствие элементов обустройства остановочного пункта общественного пассажирского транспорта,2,2,1,0,2,52.5247,32.0072
258094,2016-07-13 22:05:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.27,34.4053
258317,2016-07-14 12:40:00,Почепский район,Наезд на стоящее ТС,Легкий,Светлое время суток,Ясно,,0,3,2,0,3,52.9356,33.6119
258445,2016-07-14 17:04:00,Выгоничский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,1,54.73,34.3214
258591,2016-07-14 22:05:00,Унеченский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,0,1,52.7803,32.7033
258750,2016-07-15 09:40:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,Отсутствие тротуаров (пешеходных дорожек),2,2,2,0,1,53.2108,34.4697
258808,2016-07-15 11:50:00,Дятьковский район,Столкновение,С погибшими,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,1,1,53.670853,34.200096
258820,2016-07-15 12:05:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.2336,34.3642
258953,2016-07-15 16:45:00,Брянский район,Падение пассажира,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.20389,34.28678
258968,2016-07-15 17:22:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,3,3,2,0,1,53.3206,34.2844
259093,2016-07-15 20:20:00,Выгоничский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,7,2,0,4,54.6117,34.3214
259153,2016-07-15 22:20:00,Выгоничский район,Наезд на пешехода,Тяжёлый,Сумерки,Ясно,,0,2,1,0,1,53.7617,34.3214
259231,2016-07-16 02:20:00,Карачевский район,Иной вид ДТП,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,Отсутствие дорожных знаков в необходимых местах,1,2,1,0,1,0.0,0.0
259339,2016-07-16 09:55:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,1,15.2369,34.3697
259604,2016-07-16 18:20:00,Навлинский район,Съезд с дороги,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,2,2,1,0,1,52.0361,34.46
259832,2016-07-17 02:40:00,Брянский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.24792,34.62485
259956,2016-07-17 10:30:00,Климовский район,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,52.0,32.0
260018,2016-07-17 12:50:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,1,53.2567,34.3806
260098,2016-07-17 15:10:00,Стародубский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,Неудовлетворительное состояние обочин,1,1,1,0,1,52.5689,32.6992
260193,2016-07-17 17:45:00,Карачевский район,Наезд на велосипедиста,С погибшими,Светлое время суток,Ясно,Неудовлетворительное состояние обочин,1,2,2,1,0,0.0,0.0
260357,2016-07-17 22:50:00,Брянская область,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Отсутствие тротуаров (пешеходных дорожек),2,3,3,0,1,53.3092,34.3619
260358,2016-07-17 22:50:00,Трубчевский район,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Ясно,Отсутствие тротуаров (пешеходных дорожек),2,2,1,0,1,52.9411,33.9853
260681,2016-07-18 16:10:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,3,2,1,0,1,53.2644,34.3222
260995,2016-07-19 08:30:00,Брасовский район,Съезд с дороги,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,52.5231,34.4619
261099,2016-07-19 13:20:00,Дятьковский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,1,0,2,53.618773,34.291447
261531,2016-07-20 11:22:00,Севский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,52.1511,34.4936
261553,2016-07-20 11:55:00,Брянская область,Столкновение,Легкий,Светлое время суток,Дождь,,0,3,2,0,1,53.2561,34.3603
261619,2016-07-20 14:30:00,Карачевский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Дождь,,0,2,1,0,1,0.0,0.0
261816,2016-07-20 21:45:00,Новозыбковский район,Столкновение,С погибшими,"В темное время суток, освещение включено",Пасмурно,Отсутствие дорожных знаков в необходимых местах,3,4,2,1,3,52.5422,31.9161
262147,2016-07-21 16:15:00,Клинцовский район,Столкновение,Легкий,Светлое время суток,Пасмурно,Ограничение видимости,1,2,2,0,1,52.4553,32.1366
262682,2016-07-22 17:30:00,Клинцовский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,2,0,2,52.4542,32.1634
262885,2016-07-23 01:00:00,Брянская область,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Дождь,,0,4,2,0,4,53.2742,34.3156
263028,2016-07-23 10:45:00,Дубровский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,53.9997,33.8331
263031,2016-07-23 10:50:00,Выгоничский район,Опрокидывание,Тяжёлый,Светлое время суток,Дождь,,0,3,1,0,3,53.1283,34.1206
263156,2016-07-23 14:30:00,Гордеевский район,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,Ограничение видимости,1,2,2,0,1,52.5524,32.02
263515,2016-07-24 01:45:00,Брянская область,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,1,1,0,1,53.2822,34.3744
263968,2016-07-24 22:10:00,Почепский район,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,3,2,0,2,52.9264,33.3961
264143,2016-07-25 10:29:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,1,4,2,0,2,53.2556,34.3733
264220,2016-07-25 13:30:00,Трубчевский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,0.0,0.0
264405,2016-07-25 19:30:00,Стародубский район,Съезд с дороги,Легкий,Сумерки,Ясно,,0,2,1,0,1,52.6031,32.1011
264457,2016-07-25 21:20:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,2,0,1,53.2186,34.3919
264466,2016-07-25 21:40:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,1,53.2861,34.2883
264496,2016-07-25 23:10:00,Новозыбковский район,Столкновение,С погибшими,"В темное время суток, освещение не включено",Ясно,,0,2,2,1,0,52.5858,32.1825
264503,2016-07-25 23:30:00,Брянский район,Наезд на пешехода,Легкий,"В темное время суток, освещение отсутствует",Ясно,,0,3,1,0,2,53.36354,34.29741
264550,2016-07-26 05:25:00,Карачевский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,4,2,0,3,0.0,0.0
264822,2016-07-26 18:05:00,Карачевский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,2,0.0,0.0
264928,2016-07-26 21:20:00,Брянская область,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,Отсутствие тротуаров (пешеходных дорожек),2,2,2,0,1,53.2661,34.3228
265145,2016-07-27 12:25:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.1533,34.2017
265169,2016-07-27 13:10:00,Дятьковский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,4,2,0,2,53.6197,34.3131
265331,2016-07-27 18:10:00,Жирятинский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.25,33.8667
265333,2016-07-27 18:15:00,Гордеевский район,Съезд с дороги,Тяжёлый,Светлое время суток,Пасмурно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,1,1,0,1,52.9367,32.2344
265597,2016-07-28 10:18:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.3133,34.3006
265712,2016-07-28 14:00:00,Клинцовский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,52.786,32.2649
265841,2016-07-28 18:07:00,Брянская область,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,Отсутствие тротуаров (пешеходных дорожек),3,2,2,0,1,53.3133,34.3611
266121,2016-07-29 10:20:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,1,53.2539,34.3453
266231,2016-07-29 14:30:00,Брянский район,Наезд на велосипедиста,Легкий,Светлое время суток,Ясно,,0,2,2,0,1,0.0,0.0
266353,2016-07-29 17:38:00,Дятьковский район,Наезд на пешехода,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,2,53.3551,34.2018
266480,2016-07-29 20:43:00,Брянская область,Наезд на пешехода,Тяжёлый,Сумерки,Пасмурно,,0,2,1,0,1,53.2961,34.3078
266671,2016-07-30 05:20:00,Стародубский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,,0,4,1,0,3,52.5519,32.8053
266778,2016-07-30 10:50:00,Карачевский район,Опрокидывание,С погибшими,Светлое время суток,Ясно,,0,1,1,1,0,0.0,0.0
266814,2016-07-30 12:05:00,Брянская область,Падение пассажира,Тяжёлый,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,3,2,1,0,1,53.1857,34.1637
266824,2016-07-30 12:30:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,2,0,1,53.2651,34.2951
266878,2016-07-30 14:25:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,Отсутствие пешеходных ограждений в необходимых местах,2,2,2,0,1,53.1354,34.2141
266902,2016-07-30 15:05:00,Жуковский район,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,0.0,0.0
266937,2016-07-30 16:00:00,Сельцо,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,53.3671,34.1051
266977,2016-07-30 17:25:00,Брянская область,Падение пассажира,Легкий,"В темное время суток, освещение не включено",Ясно,,0,2,1,0,1,53.2408,34.3725
267021,2016-07-30 18:50:00,Клинцовский район,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,1,2,2,0,1,52.4613,32.1446
267116,2016-07-30 21:45:00,Климовский район,Наезд на пешехода,Легкий,Сумерки,Ясно,Дефекты покрытия,2,2,1,0,1,52.3761,32.1875
267173,2016-07-30 23:10:00,Брянский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,Отсутствие освещения,2,4,1,2,2,53.3741,34.4872
267601,2016-07-31 17:55:00,Суземский район,Съезд с дороги,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,0.0,0.0
267632,2016-07-31 18:43:00,Брянская область,Наезд на велосипедиста,Тяжёлый,Сумерки,Ясно,,0,2,2,0,1,53.2594,34.405
267674,2016-07-31 20:00:00,Дятьковский район,Наезд на велосипедиста,С погибшими,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,1,0,53.635266,34.237507
267746,2016-07-31 22:03:00,Карачевский район,Наезд на велосипедиста,Легкий,"В темное время суток, освещение включено",Ясно,,0,2,2,0,1,0.0,0.0
268124,2016-08-01 16:37:00,Дубровский район,Наезд на препятствие,Легкий,Светлое время суток,Ясно,,0,1,1,0,1,53.7181,33.5022
268338,2016-08-01 23:45:00,Выгоничский район,Наезд на пешехода,Легкий,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,0,1,53.7878,34.2797
268367,2016-08-02 02:00:00,Брянская область,Иной вид ДТП,Легкий,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,1,0,1,53.194,34.1255
268506,2016-08-02 11:40:00,Жуковский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,2,2,0,1,0.0,0.0
268519,2016-08-02 12:01:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,53.1227,34.2753
268616,2016-08-02 15:00:00,Почепский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Пасмурно,Отсутствие тротуаров (пешеходных дорожек),1,2,1,0,1,52.9072,33.469
268642,2016-08-02 16:00:00,Брянская область,Наезд на велосипедиста,С погибшими,Светлое время суток,Ясно,,0,2,2,1,0,53.1528,34.2324
268666,2016-08-02 16:35:00,Карачевский район,Опрокидывание,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,0.0,0.0
268737,2016-08-02 18:15:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,53.3643,33.8201
268830,2016-08-02 21:25:00,Брянский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,Отсутствие освещения,1,2,1,0,1,53.3471,34.1501
268901,2016-08-03 00:50:00,Дятьковский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,1,0,53.4272,34.3703
269075,2016-08-03 12:05:00,Суземский район,Столкновение,Легкий,Светлое время суток,Пасмурно,,0,2,2,0,1,52.5186,34.1189
269125,2016-08-03 13:32:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.2142,34.3997
269251,2016-08-03 17:20:00,Новозыбковский район,Наезд на пешехода,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,52.5369,31.935
269537,2016-08-04 08:00:00,Климовский район,Столкновение,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,52.4172,32.4967
269610,2016-08-04 11:05:00,Навлинский район,Наезд на пешехода,Легкий,Светлое время суток,Ясно,Ограничение видимости,2,2,1,0,1,52.8289,34.5078
269672,2016-08-04 13:35:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,4,3,0,1,53.2158,34.4111
269879,2016-08-04 19:50:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,,0,2,2,0,1,53.2689,34.4039
270026,2016-08-05 06:25:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.3064,34.2928
270214,2016-08-05 14:00:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,3,2,1,0,1,53.2144,34.4214
270228,2016-08-05 14:30:00,Брянский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,4,4,0,1,53.2755,34.2425
270331,2016-08-05 17:35:00,Дубровский район,Съезд с дороги,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,0.0,0.0
270391,2016-08-05 19:00:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.1527,34.2001
270460,2016-08-05 21:10:00,Почепский район,Наезд на препятствие,Тяжёлый,"В темное время суток, освещение включено",Ясно,,0,1,1,0,1,52.9181,33.4811
270512,2016-08-05 22:40:00,Клинцовский район,Столкновение,Легкий,"В темное время суток, освещение включено",Пасмурно,,0,2,2,0,1,52.7567,32.2303
270772,2016-08-06 12:30:00,Брянский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,3,0,1,53.26731,34.27966
270776,2016-08-06 12:35:00,Почепский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,1,52.9144,33.4994
270986,2016-08-06 18:30:00,Брянская область,Падение пассажира,Тяжёлый,"В темное время суток, освещение не включено",Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,53.2814,34.3156
270997,2016-08-06 18:55:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,1,53.2083,34.6639
271180,2016-08-06 23:58:00,Брянская область,Столкновение,Легкий,"В темное время суток, освещение включено",Ясно,Отсутствие пешеходных ограждений в необходимых местах,1,3,3,0,1,53.2378,34.3706
271201,2016-08-07 00:57:00,Брянская область,Наезд на пешехода,Легкий,"В темное время суток, освещение включено",Ясно,,0,2,1,0,1,53.2961,34.3078
271756,2016-08-08 03:00:00,Сельцо,Съезд с дороги,Тяжёлый,Сумерки,Ясно,,0,1,1,0,1,0.0,0.0
271864,2016-08-08 10:30:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.1243,34.2616
271980,2016-08-08 14:40:00,Брянская область,Столкновение,С погибшими,Светлое время суток,Ясно,,0,2,2,1,0,53.1421,34.2133
271984,2016-08-08 14:55:00,Брянская область,Столкновение,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,2,0,1,53.1542,34.2417
271993,2016-08-08 15:05:00,Жуковский район,Съезд с дороги,Тяжёлый,Светлое время суток,Ясно,,0,1,1,0,1,0.0,0.0
272168,2016-08-08 20:00:00,Выгоничский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,4,2,0,3,53.7886,34.3044
272273,2016-08-09 01:55:00,Брянская область,Столкновение,Тяжёлый,"В темное время суток, освещение включено",Пасмурно,,0,3,2,0,2,53.1418,34.2054
272513,2016-08-09 15:05:00,Почепский район,Съезд с дороги,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,52.8472,33.3094
272562,2016-08-09 16:55:00,Брянская область,Столкновение,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,53.2739,34.3469
272595,2016-08-09 17:50:00,Жирятинский район,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,53.0,33.0
272603,2016-08-09 18:00:00,Суземский район,Опрокидывание,Легкий,Светлое время суток,Ясно,,0,1,1,0,1,0.0,0.0
273145,2016-08-10 18:15:00,Клинцовский район,Столкновение,Легкий,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,2,0,1,52.757765,32.23984
273251,2016-08-10 21:20:00,Брянская область,Наезд на пешехода,Легкий,Сумерки,Ясно,,0,2,1,0,1,53.2628,34.3128
273363,2016-08-11 05:20:00,Выгоничский район,Съезд с дороги,С погибшими,Светлое время суток,Ясно,Неудовлетворительное состояние обочин,2,3,1,3,0,52.8117,34.0253
273592,2016-08-11 15:10:00,Брянская область,Падение пассажира,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.2331,34.3678
273761,2016-08-11 20:40:00,Севский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение не включено",Пасмурно,Отсутствие освещения,3,2,1,1,0,52.1472,34.4819
273844,2016-08-12 00:05:00,Брянский район,Столкновение,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,3,2,0,2,53.3563,34.6531
273914,2016-08-12 07:35:00,Брянская область,Иной вид ДТП,Легкий,Светлое время суток,Дождь,Дефекты покрытия,1,1,1,0,1,53.2094,34.3939
274071,2016-08-12 13:50:00,Почепский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,,0,3,2,0,1,52.9144,33.4236
274253,2016-08-12 18:40:00,Дятьковский район,Наезд на препятствие,Легкий,Светлое время суток,Дождь,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,3,1,0,2,53.4441,34.0402
274273,2016-08-12 19:10:00,Брянская область,Столкновение,Легкий,Светлое время суток,Дождь,,0,4,3,0,1,53.2392,34.3711
274288,2016-08-12 19:30:00,Брянский район,Столкновение,Легкий,Светлое время суток,Ясно,,0,3,2,0,2,53.292976,34.118127
274436,2016-08-12 23:20:00,Клинцовский район,Столкновение,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,,0,2,2,1,0,52.17,32.956
274880,2016-08-13 18:39:00,Новозыбковский район,Наезд на препятствие,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,2,51.0,31.0
274882,2016-08-13 18:40:00,Новозыбковский район,Наезд на велосипедиста,Тяжёлый,Светлое время суток,Ясно,Неудовлетворительное состояние обочин,2,2,2,0,1,52.5511,31.9297
274887,2016-08-13 18:45:00,Брянская область,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,Отсутствие дорожных знаков в необходимых местах,1,2,1,0,1,53.2703,34.4067
275138,2016-08-14 04:05:00,Брянская область,Наезд на препятствие,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,Отсутствие пешеходных ограждений в необходимых местах,1,3,1,3,0,53.2458,34.3564
275226,2016-08-14 10:00:00,Брасовский район,Съезд с дороги,Тяжёлый,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,1,1,1,0,1,52.4454,34.5425
275278,2016-08-14 12:30:00,Брянский район,Съезд с дороги,С погибшими,Светлое время суток,Дождь,,0,4,1,1,1,53.2412,34.223
275462,2016-08-14 17:55:00,Трубчевский район,Наезд на пешехода,Легкий,Светлое время суток,Пасмурно,,0,2,1,0,1,0.0,0.0
275800,2016-08-15 11:08:00,Почепский район,Наезд на велосипедиста,Легкий,Светлое время суток,Ясно,,0,2,2,0,1,52.9278,33.46
276104,2016-08-15 20:30:00,Навлинский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение включено",Ясно,,0,2,1,0,1,52.8283,34.5214
276164,2016-08-15 22:20:00,Дятьковский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,1,0,53.9878,34.5089
276253,2016-08-16 07:30:00,Клинцовский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,2,2,0,1,52.7664,32.253
276292,2016-08-16 08:50:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.2389,34.3475
276375,2016-08-16 11:40:00,Дятьковский район,Столкновение,Тяжёлый,Светлое время суток,Пасмурно,Отсутствие дорожных знаков в необходимых местах,1,3,2,0,2,53.7644,34.6906
276473,2016-08-16 15:00:00,Клинцовский район,Столкновение,С погибшими,Светлое время суток,Ясно,Ограничение видимости,1,2,2,1,1,52.7703,32.2092
276598,2016-08-16 18:30:00,Брянская область,Падение пассажира,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.2539,34.3756
276846,2016-08-17 09:25:00,Брянская область,Наезд на стоящее ТС,Легкий,Светлое время суток,Ясно,,0,7,2,0,2,53.2078,34.4661
276984,2016-08-17 14:10:00,Новозыбковский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,"Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,2,1,0,1,52.5311,31.9489
277038,2016-08-17 16:20:00,Брянский район,Наезд на пешехода,С погибшими,Светлое время суток,Ясно,,0,2,1,1,0,53.205938,34.259974
277296,2016-08-18 03:10:00,Клинцовский район,Съезд с дороги,С погибшими,"В темное время суток, освещение отсутствует",Пасмурно,,0,3,1,2,1,52.0,32.0
277304,2016-08-18 04:20:00,Карачевский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,1,0,53.1031,35.1136
277310,2016-08-18 05:30:00,Новозыбковский район,Съезд с дороги,Тяжёлый,Сумерки,Пасмурно,,0,2,1,0,1,52.5242,31.9667
277371,2016-08-18 09:10:00,Унеченский район,Опрокидывание,Тяжёлый,Светлое время суток,Пасмурно,,0,2,1,0,1,52.8272,32.6733
277693,2016-08-18 20:15:00,Брянский район,Столкновение,Легкий,Сумерки,Ясно,,0,2,2,0,1,53.317,34.0171
277934,2016-08-19 11:00:00,Унеченский район,Столкновение,С погибшими,Светлое время суток,Дождь,,0,5,2,2,3,0.0,0.0
278107,2016-08-19 16:25:00,Брянский район,Наезд на пешехода,С погибшими,Светлое время суток,Ясно,,0,2,1,1,0,0.0,0.0
278449,2016-08-20 05:06:00,Погарский район,Столкновение,Легкий,Светлое время суток,Туман,,0,4,2,0,2,52.5303,33.3097
278580,2016-08-20 12:15:00,Брянская область,Наезд на велосипедиста,Легкий,Светлое время суток,Ясно,,0,2,2,0,1,53.2575,34.3286
278605,2016-08-20 13:05:00,Дятьковский район,Столкновение,Тяжёлый,Светлое время суток,Ясно,,0,3,3,0,1,53.11,34.5383
278863,2016-08-20 20:40:00,Дятьковский район,Наезд на препятствие,Легкий,"В темное время суток, освещение отсутствует",Ясно,,0,1,1,0,1,53.5117,34.4089
278927,2016-08-20 22:20:00,Брянская область,Наезд на велосипедиста,Легкий,"В темное время суток, освещение включено",Пасмурно,Отсутствие дорожных знаков в необходимых местах,4,2,2,0,1,53.3214,34.3189
279130,2016-08-21 10:20:00,Брянская область,Падение пассажира,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.2506,34.3728
279485,2016-08-21 21:20:00,Брасовский район,Наезд на пешехода,С погибшими,"В темное время суток, освещение отсутствует",Ясно,Отсутствие освещения,2,2,1,1,0,52.9294,34.6356
279511,2016-08-21 22:00:00,Брянский район,Падение пассажира,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,2,1,0,1,0.0,0.0
279554,2016-08-21 23:30:00,Новозыбковский район,Наезд на пешехода,Тяжёлый,"В темное время суток, освещение отсутствует",Ясно,,0,3,1,0,3,52.635,31.7242
279872,2016-08-22 17:10:00,Брянская область,Наезд на пешехода,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,53.142,34.2132
279933,2016-08-22 18:30:00,Брянский район,Наезд на пешехода,Тяжёлый,Светлое время суток,Ясно,,0,2,1,0,1,53.2417,34.3135
280301,2016-08-23 13:30:00,Почепский район,Наезд на пешехода,Легкий,Светлое время суток,Ясно,,0,2,1,0,1,52.9292,33.4525
